"group_id,""arm"",""visitor_id"",""arrival_time"",""exit_time"",""time_on_page_sec"",""exit_rate"",""ctr_opportunities"",""ctr_newsletter"",""ctr_donation"",""ctr_events"",""kpi_x"",""kpi_y"",""scroll_depth_pct"",""ctr_partner_banner"",""page_load_time_ms"""
"TXB_50,""pre"",178,2026-02-25 02:10:10.603645,2026-02-25 02:10:17.52459,6.9,1,0,0,0,0,3.59,0,0,0,1239.6"
"TXB_50,""pre"",179,2026-02-25 02:30:25.416473,2026-02-25 02:30:49.137344,23.7,0,0,0,0,0,47.08,0,89,0,1630.7"
"TXB_50,""pre"",180,2026-02-25 03:10:03.750859,2026-02-25 03:50:26.123589,2422.4,0,0,0,0,0,56.99,0,31.6,0,1775"
"TXB_50,""pre"",181,2026-02-25 03:10:59.12434,2026-02-25 03:12:33.428591,94.3,0,0,0,0,0,58.64,0,15.7,0,1165.9"
"TXB_50,""pre"",182,2026-02-25 03:11:01.141621,2026-02-25 03:13:18.32314,137.2,0,0,0,0,0,48.02,0,97.3,0,1667.5"
"TXB_50,""pre"",183,2026-02-25 03:16:29.107255,2026-02-25 03:20:00.614975,211.5,0,0,0,0,0,89.49,0,0.7,0,1958.6"
"TXB_50,""pre"",184,2026-02-25 03:18:14.266309,2026-02-25 03:19:40.808653,86.5,0,0,0,0,0,20.66,0,88.8,0,1189.3"
"TXB_50,""pre"",185,2026-02-25 03:52:53.863253,2026-02-25 03:56:04.036185,190.2,0,0,0,0,0,31.85,0,83.3,0,4130.3"
"TXB_50,""pre"",186,2026-02-25 04:04:50.432467,2026-02-25 04:12:48.199792,477.8,0,0,0,0,0,43.79,0,12.7,0,1473.3"
"TXB_50,""pre"",187,2026-02-25 04:29:37.968282,2026-02-25 04:31:05.685464,87.7,0,0,0,0,0,34.62,0,29.8,0,1256"
"TXB_50,""pre"",188,2026-02-25 04:31:10.321043,2026-02-25 04:31:11.207304,0.9,1,0,0,0,0,10.19,0,1.8,0,2674.6"
"TXB_50,""pre"",189,2026-02-25 04:36:37.357725,2026-02-25 04:36:44.367767,7,0,0,0,0,0,8.47,0,73.6,0,1260"
"TXB_50,""pre"",190,2026-02-25 04:43:07.102906,2026-02-25 04:43:30.564132,23.5,0,0,0,0,0,52.93,0,11.4,1,1165.7"
"TXB_50,""pre"",191,2026-02-25 05:01:58.573086,2026-02-25 05:06:03.800839,245.2,0,0,0,0,0,49.48,0,26.8,0,1163.9"
"TXB_50,""pre"",192,2026-02-25 05:27:57.562746,2026-02-25 05:28:09.76756,12.2,0,0,0,0,0,13.73,0,10.7,0,1450.5"
"TXB_50,""pre"",193,2026-02-25 05:37:12.319062,2026-02-25 05:37:19.348015,7,0,0,0,0,0,9.22,0,70.9,0,1051.1"
"TXB_50,""pre"",194,2026-02-25 05:38:51.898066,2026-02-25 05:39:43.283736,51.4,0,0,0,0,0,44.64,0,74,0,2151"
"TXB_50,""pre"",195,2026-02-25 05:53:59.680434,2026-02-25 05:55:38.651898,99,0,0,0,0,0,35.77,0,84.1,0,1393.7"
"TXB_50,""pre"",196,2026-02-25 05:58:54.012584,2026-02-25 05:58:55.735666,1.7,1,0,0,0,0,2.18,0,4,0,1761.9"
"TXB_50,""pre"",197,2026-02-25 06:01:47.926933,2026-02-25 06:02:00.626496,12.7,0,0,0,0,0,70.72,0,48.8,0,5015"
"TXB_50,""pre"",198,2026-02-25 06:06:23.907699,2026-02-25 06:07:27.985567,64.1,0,0,0,0,0,30.92,0,16.1,0,2295"
"TXB_50,""pre"",199,2026-02-25 06:07:20.324674,2026-02-25 06:07:31.220416,10.9,1,0,0,0,0,7.52,0,6.6,0,1898.4"
"TXB_50,""pre"",200,2026-02-25 06:08:32.415456,2026-02-25 06:07:01.415456,84.1,0,0,0,0,0,13.33,0,82.5,0,1753.1"
"TXB_50,""pre"",201,2026-02-25 06:15:58.518141,2026-02-25 06:23:28.087165,449.6,0,0,0,0,0,88.46,0,87.2,0,1533.4"
"TXB_50,""pre"",202,2026-02-25 06:26:30.903122,2026-02-25 06:28:42.940242,132,0,0,0,0,0,63.49,0,19.8,0,2123.3"
"TXB_50,""pre"",203,2026-02-25 06:29:14.813386,2026-02-25 06:31:45.496033,150.7,0,0,0,0,0,39.4,1,19.8,0,1021.6"
"TXB_50,""pre"",204,2026-02-25 06:37:31.750255,2026-02-25 06:40:04.920394,153.2,0,0,0,0,0,31.52,0,31.7,0,1744.5"
"TXB_50,""pre"",205,2026-02-25 06:42:35.687214,2026-02-25 06:42:49.673211,14,0,0,0,0,0,0.51,0,66.6,0,1797.5"
"TXB_50,""pre"",206,2026-02-25 06:46:21.132082,2026-02-25 08:01:47.273179,4526.1,0,0,0,0,0,10.29,0,12.6,0,1533.2"
"TXB_50,""pre"",207,2026-02-25 06:49:03.721688,2026-02-25 06:49:50.914788,47.2,0,0,0,0,0,24.18,0,54.6,0,2258.5"
"TXB_50,""pre"",208,2026-02-25 07:16:51.973804,2026-02-25 07:17:16.952055,25,0,0,0,0,0,8.42,0,42,0,1144.1"
"TXB_50,""pre"",209,2026-02-25 07:34:24.622036,2026-02-25 07:36:50.590013,146,0,0,0,0,0,37.23,0,8.2,0,923.2"
"TXB_50,""pre"",210,2026-02-25 07:36:06.712458,2026-02-25 07:36:16.934731,10.2,0,0,0,0,1,24.06,1,76.4,0,1192.5"
"TXB_50,""pre"",211,2026-02-25 07:43:20.108183,2026-02-25 07:44:01.776455,41.7,0,0,0,0,0,69.67,0,0.4,0,1692.6"
"TXB_50,""pre"",212,2026-02-25 07:47:40.902071,2026-02-25 07:48:43.261633,62.4,0,0,0,0,0,67.84,0,82.7,0,2915.9"
"TXB_50,""pre"",213,2026-02-25 08:06:47.281605,2026-02-25 08:06:55.9465,8.7,0,0,0,0,0,38.62,0,4.1,0,1384.3"
"TXB_50,""pre"",214,2026-02-25 08:09:36.51739,2026-02-25 08:09:58.248729,21.7,0,0,0,0,0,44.44,0,61.4,0,13899.5"
"TXB_50,""pre"",215,2026-02-25 08:38:32.551806,2026-02-25 08:38:41.747584,9.2,1,0,0,0,0,1.32,0,2.7,0,1090.9"
"TXB_50,""pre"",216,2026-02-25 08:47:46.420548,2026-02-25 08:53:08.339059,321.9,0,0,1,0,0,90.45,1,52.2,0,980.1"
"TXB_50,""pre"",217,2026-02-25 09:05:44.297299,2026-02-25 09:05:45.988795,1.7,1,0,0,0,0,4.54,0,5.5,0,1146.3"
"TXB_50,""pre"",218,2026-02-25 09:07:53.678719,2026-02-25 09:07:56.960772,3.3,1,0,0,0,0,1.36,0,1.8,0,2164"
"TXB_50,""pre"",219,2026-02-25 09:15:52.497471,2026-02-25 09:17:13.789866,81.3,0,0,0,0,0,23.06,0,28.6,0,952.4"
"TXB_50,""pre"",220,2026-02-25 09:27:35.952303,2026-02-25 09:38:19.264926,643.3,0,0,0,0,0,90.95,0,3.4,0,1383.1"
"TXB_50,""pre"",221,2026-02-25 09:28:40.210831,2026-02-25 09:28:55.875281,15.7,0,0,0,0,0,89.11,0,72.4,0,1227.7"
"TXB_50,""pre"",222,2026-02-25 09:34:33.054006,2026-02-25 09:39:27.651986,294.6,0,0,0,0,0,24.45,0,59.4,0,2383.1"
"TXB_50,""pre"",223,2026-02-25 09:46:51.224598,2026-02-25 09:57:37.679475,646.5,0,0,0,0,0,18.61,0,14.5,0,1672.5"
"TXB_50,""pre"",224,2026-02-25 09:47:58.968982,2026-02-25 09:48:13.341227,14.4,0,0,0,0,0,24.29,0,16.7,0,1681.8"
"TXB_50,""pre"",225,2026-02-25 10:29:21.673169,2026-02-25 10:29:23.5584,1.9,1,0,0,0,0,3.71,0,0.5,0,1497.6"
"TXB_50,""pre"",226,2026-02-25 10:42:12.233502,2026-02-25 10:47:16.507465,304.3,0,0,0,1,0,13.56,0,70,0,1517.6"
"TXB_50,""pre"",227,2026-02-25 11:16:06.446418,2026-02-25 11:18:14.195893,127.7,0,0,0,0,0,38.7,0,49.5,0,827.6"
"TXB_50,""pre"",228,2026-02-25 11:19:01.345222,2026-02-25 11:19:21.311937,20,0,0,0,0,0,65.02,0,83.5,0,1474"
"TXB_50,""pre"",229,2026-02-25 11:20:52.965919,2026-02-25 11:20:56.100063,3.1,1,0,0,0,0,0.51,0,0.2,0,1467.6"
"TXB_50,""pre"",230,2026-02-25 11:31:22.414183,2026-02-25 11:31:40.180335,17.8,0,0,0,0,0,30.39,0,54.5,0,1437.6"
"TXB_50,""pre"",231,2026-02-25 11:40:54.103838,2026-02-25 11:46:01.525581,307.4,0,0,0,0,0,22.5,0,83.8,1,888.2"
"TXB_50,""pre"",232,2026-02-25 11:52:24.991627,2026-02-25 11:52:25.731414,0.7,1,0,0,0,0,5.17,0,12.6,0,1384.5"
"TXB_50,""pre"",233,2026-02-25 12:05:26.306371,2026-02-25 12:05:33.959878,7.7,0,0,0,0,0,23.01,0,56.5,0,2890.2"
"TXB_50,""pre"",234,2026-02-25 12:20:08.469595,2026-02-25 12:20:51.133392,42.7,0,0,1,0,0,30.1,0,71.9,0,1839.2"
"TXB_50,""pre"",235,2026-02-25 12:20:52.745039,2026-02-25 12:20:56.766074,4,0,0,0,0,0,45.84,0,9,0,962.3"
"TXB_50,""pre"",236,2026-02-25 12:33:53.393291,2026-02-25 12:34:10.502874,17.1,0,0,0,0,0,10.88,0,25.3,0,886.2"
"TXB_50,""pre"",237,2026-02-25 12:44:11.24491,2026-02-25 12:44:51.211249,40,0,0,1,0,0,33.38,0,9.8,0,857.8"
"TXB_50,""pre"",238,2026-02-25 13:17:52.164531,2026-02-25 13:17:55.177658,3,1,0,0,0,0,0,0,1.7,0,1597.6"
"TXB_50,""pre"",239,2026-02-25 13:18:54.704495,2026-02-25 13:19:56.565487,61.9,0,0,0,0,0,29.31,0,75.3,0,1846.8"
"TXB_50,""pre"",240,2026-02-25 13:36:14.784601,2026-02-25 13:36:39.624232,24.8,0,0,0,0,0,68.69,1,91,0,1544.4"
"TXB_50,""pre"",241,2026-02-25 13:38:23.823981,2026-02-25 13:38:36.795362,13,0,0,0,0,0,33.13,0,69.3,0,2008.3"
"TXB_50,""pre"",242,2026-02-25 13:47:17.988821,2026-02-25 13:47:18.564965,0.6,1,0,0,0,0,0.03,0,8,0,1203.2"
"TXB_50,""pre"",243,2026-02-25 13:47:28.008837,2026-02-25 13:47:47.091403,19.1,0,0,0,0,1,16.27,1,7.1,0,1064.9"
"TXB_50,""pre"",244,2026-02-25 13:52:41.799728,2026-02-25 13:53:23.663386,41.9,0,0,0,0,0,2.02,0,25.8,0,1669.6"
"TXB_50,""pre"",245,2026-02-25 13:53:51.632108,2026-02-25 13:54:57.74492,66.1,0,0,0,0,0,72.26,0,3.7,0,1390.4"
"TXB_50,""pre"",246,2026-02-25 14:19:45.529223,2026-02-25 14:20:33.874033,48.3,0,0,0,0,0,85.77,0,39.8,0,1413.9"
"TXB_50,""pre"",247,2026-02-25 14:53:38.148281,2026-02-25 14:54:07.990806,29.8,0,0,0,0,0,26.64,0,83.8,0,3812.5"
"TXB_50,""pre"",248,2026-02-25 15:06:52.157586,2026-02-25 15:07:10.359886,18.2,0,0,0,0,0,8.65,0,83.2,0,1828.5"
"TXB_50,""pre"",249,2026-02-25 15:16:21.224236,2026-02-25 15:17:27.168088,65.9,0,0,0,0,0,0,0,20.4,0,1036.9"
"TXB_50,""pre"",250,2026-02-25 15:55:50.42027,2026-02-25 17:44:26.03958,6515.6,0,0,0,0,0,38.03,1,90.7,0,2262.6"
"TXB_50,""pre"",251,2026-02-25 17:03:43.905342,2026-02-25 17:04:06.034567,22.1,0,0,0,0,0,53.16,0,95.3,0,1594.9"
"TXB_50,""pre"",252,2026-02-25 20:58:15.196681,2026-02-25 20:59:45.22095,90,0,0,0,0,0,68.34,0,92.6,0,2417.7"
"TXB_50,""pre"",253,2026-02-25 23:04:29.558454,2026-02-25 23:08:13.844586,224.3,0,0,0,0,0,36.55,0,42.9,0,1322.2"
"TXB_50,""pre"",254,2026-02-25 23:44:09.78008,2026-02-25 23:44:12.256592,2.5,1,0,0,0,0,0.85,0,2.6,0,1017.2"
"TXB_50,""pre"",255,2026-02-25 23:53:30.441188,2026-02-25 23:55:35.960588,125.5,0,0,1,0,0,62.46,0,90.6,0,1234.6"
"TXB_50,""pre"",256,2026-02-26 00:01:53.978462,2026-02-26 01:04:33.077786,3759.1,0,0,0,0,0,12.86,0,86.4,0,3567.7"
"TXB_50,""pre"",257,2026-02-26 00:53:33.983977,2026-02-26 00:54:07.003011,33,0,0,0,0,0,25.99,1,13.3,0,2144.2"
"TXB_50,""pre"",258,2026-02-26 00:55:08.286765,2026-02-26 01:10:09.253926,901,0,0,0,0,0,64.82,0,67,0,1869.3"
"TXB_50,""pre"",259,2026-02-26 01:35:44.028924,2026-02-26 01:38:54.789315,190.8,0,0,0,0,0,13.44,0,12,0,1212.6"
"TXB_50,""pre"",260,2026-02-26 01:39:20.293127,2026-02-26 01:42:31.49925,191.2,0,0,0,0,0,7.44,0,52,0,1366.5"
"TXB_50,""pre"",261,2026-02-26 01:52:38.136456,2026-02-26 01:58:16.711398,338.6,0,0,0,0,0,10.49,0,36.8,0,2941.9"
"TXB_50,""pre"",262,2026-02-26 01:57:58.669687,2026-02-26 02:01:15.26429,196.6,0,0,0,0,1,48.6,0,31.7,0,1068.5"
"TXB_50,""pre"",263,2026-02-26 01:59:02.342385,2026-02-26 02:01:53.755631,171.4,0,0,0,0,0,47.01,0,40.4,0,1898.8"
"TXB_50,""pre"",264,2026-02-26 02:03:56.846239,2026-02-26 02:04:07.912285,11.1,1,0,0,0,0,2.78,0,2.1,0,1888.1"
"TXB_50,""pre"",265,2026-02-26 02:15:54.989776,2026-02-26 02:16:01.943483,7,1,0,0,0,0,0.62,0,14.2,0,1921.6"
"TXB_50,""pre"",266,2026-02-26 02:38:01.627732,2026-02-26 02:38:02.127732,0.5,1,0,0,0,0,2.66,0,13.3,0,1468.5"
"TXB_50,""pre"",267,2026-02-26 02:52:27.626974,2026-02-26 02:59:23.613626,416,0,0,0,0,1,18.56,0,83.8,0,1156.5"
"TXB_50,""pre"",268,2026-02-26 02:55:09.666793,2026-02-26 02:55:26.551351,16.9,0,0,0,0,0,0,0,9.5,0,1063.4"
"TXB_50,""pre"",269,2026-02-26 03:10:01.302913,2026-02-26 03:10:15.179437,13.9,0,0,0,0,0,41.83,0,61.2,0,1223.5"
"TXB_50,""pre"",270,2026-02-26 03:33:46.066867,2026-02-26 03:37:21.000646,214.9,0,0,0,0,0,83.24,0,49.2,0,1483.3"
"TXB_50,""pre"",271,2026-02-26 03:33:56.579291,2026-02-26 03:34:00.186041,3.6,1,0,0,0,0,6.81,0,3.8,0,914.7"
"TXB_50,""pre"",272,2026-02-26 03:44:40.451132,2026-02-26 03:44:44.892443,4.4,1,0,0,0,0,3.71,0,1,0,1304.7"
"TXB_50,""pre"",273,2026-02-26 03:50:58.879715,2026-02-26 03:50:59.696558,0.8,1,0,0,0,0,1.42,0,1,0,1201.3"
"TXB_50,""pre"",274,2026-02-26 03:53:24.802767,2026-02-26 03:53:46.437436,21.6,0,0,0,0,0,47.28,0,54.3,1,1762.5"
"TXB_50,""pre"",275,2026-02-26 04:19:09.40554,2026-02-26 04:55:44.11076,2194.7,0,0,0,0,0,66.32,0,33.9,0,1505"
"TXB_50,""pre"",276,2026-02-26 04:22:21.732039,2026-02-26 04:22:26.096974,4.4,1,0,0,0,0,3.82,0,1.4,0,1707"
"TXB_50,""pre"",277,2026-02-26 04:34:20.740732,2026-02-26 04:34:23.091329,2.4,1,0,0,0,0,0.45,0,2.1,0,1973.3"
"TXB_50,""pre"",278,2026-02-26 04:34:54.772915,2026-02-26 04:37:47.174021,172.4,0,0,0,0,0,76.53,0,71.3,0,2067.6"
"TXB_50,""pre"",279,2026-02-26 04:38:41.659542,2026-02-26 04:39:34.492594,52.8,0,0,0,0,0,36.65,0,48.8,0,1936.6"
"TXB_50,""pre"",280,2026-02-26 04:58:36.759243,2026-02-26 04:58:54.591367,17.8,0,0,0,0,0,71.01,0,26.1,0,974.5"
"TXB_50,""pre"",281,2026-02-26 05:03:14.228984,2026-02-26 05:03:39.820764,25.6,0,0,0,0,0,25.96,0,41.8,1,930"
"TXB_50,""pre"",282,2026-02-26 05:04:11.88307,2026-02-26 05:04:50.557962,38.7,0,0,0,0,0,32.82,0,95.4,0,1761"
"TXB_50,""pre"",283,2026-02-26 05:06:37.800571,2026-02-26 05:07:49.724669,71.9,0,0,0,0,0,73.04,0,21.5,0,1570.4"
"TXB_50,""pre"",284,2026-02-26 05:12:37.346511,2026-02-26 05:13:08.852767,31.5,0,0,0,0,0,5.27,0,88.5,0,2184.2"
"TXB_50,""pre"",285,2026-02-26 05:29:21.952097,2026-02-26 05:29:30.131632,8.2,1,0,0,0,0,2.53,0,14.7,0,1333"
"TXB_50,""pre"",286,2026-02-26 05:31:29.002885,2026-02-26 05:31:31.019679,2,1,0,0,0,0,0.15,0,8.6,0,1075.8"
"TXB_50,""pre"",287,2026-02-26 05:35:32.898756,2026-02-26 05:34:54.898756,166,0,1,0,0,0,42.74,1,41.8,0,1881.6"
"TXB_50,""pre"",288,2026-02-26 06:03:28.438385,2026-02-26 06:03:35.203435,6.8,0,0,0,0,0,7.93,0,2.8,0,1408.4"
"TXB_50,""pre"",289,2026-02-26 06:08:11.140803,2026-02-26 06:09:50.184717,99,0,0,0,0,0,86.5,0,56.3,0,1265.3"
"TXB_50,""pre"",290,2026-02-26 06:41:58.933957,2026-02-26 06:44:31.349997,152.4,0,1,0,0,0,19.19,0,58.3,0,960.8"
"TXB_50,""pre"",291,2026-02-26 06:42:52.553625,2026-02-26 06:43:00.613603,8.1,0,0,0,0,0,43.89,0,11.6,0,1826.9"
"TXB_50,""pre"",292,2026-02-26 06:49:18.947603,2026-02-26 06:50:34.684615,75.7,0,0,0,0,0,72.94,0,95.6,0,3415.9"
"TXB_50,""pre"",293,2026-02-26 06:55:34.049925,2026-02-26 06:55:55.754101,21.7,1,0,0,0,0,4.28,0,4.5,0,1799"
"TXB_50,""pre"",294,2026-02-26 07:02:22.456235,2026-02-26 07:02:45.354513,22.9,0,0,0,0,0,31.47,0,86.8,0,1939.8"
"TXB_50,""pre"",295,2026-02-26 07:02:38.668874,2026-02-26 07:02:42.027227,3.4,1,0,0,0,0,10.79,0,1.7,0,992"
"TXB_50,""pre"",296,2026-02-26 07:08:21.439916,2026-02-26 07:09:41.055784,79.6,0,0,0,0,0,91.77,0,62,0,1342.6"
"TXB_50,""pre"",297,2026-02-26 07:15:48.615721,2026-02-26 07:18:13.594145,145,0,0,0,1,0,23.54,0,28.1,0,3926.3"
"TXB_50,""pre"",298,2026-02-26 07:18:30.547197,2026-02-26 07:18:53.296405,22.7,0,0,1,0,0,100,1,6.6,1,1660.3"
"TXB_50,""pre"",299,2026-02-26 07:20:14.083848,2026-02-26 07:20:31.018613,16.9,0,0,0,0,0,68.89,0,5.6,0,2746.3"
"TXB_50,""pre"",300,2026-02-26 07:22:03.070797,2026-02-26 07:23:35.588232,92.5,0,0,0,0,0,21.53,0,4.9,1,1351.3"
"TXB_50,""pre"",301,2026-02-26 07:24:22.335272,2026-02-26 07:24:25.189803,2.9,1,0,0,0,0,7.33,0,3,0,5773.9"
"TXB_50,""pre"",302,2026-02-26 07:42:52.182521,2026-02-26 07:47:25.059646,272.9,0,0,0,0,0,0.93,0,4,0,2594.9"
"TXB_50,""pre"",303,2026-02-26 07:45:48.493315,2026-02-26 07:45:50.683312,2.2,1,0,0,0,0,3.29,0,9.2,0,1054.3"
"TXB_50,""pre"",304,2026-02-26 07:53:30.181361,2026-02-26 07:56:26.181096,176,0,0,0,0,0,46.14,0,67.8,0,1527.7"
"TXB_50,""pre"",305,2026-02-26 07:56:30.012899,2026-02-26 07:57:26.805829,56.8,0,0,1,0,0,77.89,1,78,0,3498.4"
"TXB_50,""pre"",306,2026-02-26 08:05:41.04231,2026-02-26 08:05:42.808089,1.8,1,0,0,0,0,2.36,0,4,0,1084.1"
"TXB_50,""pre"",307,2026-02-26 08:12:58.617342,2026-02-26 08:25:20.674747,742.1,0,0,0,0,0,34.24,1,59.9,0,1763.4"
"TXB_50,""pre"",308,2026-02-26 08:27:56.019778,2026-02-26 08:28:07.722889,11.7,0,0,0,0,0,60.99,0,3.2,0,1245.2"
"TXB_50,""pre"",309,2026-02-26 08:46:00.340223,2026-02-26 08:51:11.77541,311.4,0,0,0,0,0,74.98,1,20.6,0,719.1"
"TXB_50,""pre"",310,2026-02-26 09:03:41.436598,2026-02-26 09:13:18.047525,576.6,0,0,1,0,0,29.62,0,51.2,0,1413.1"
"TXB_50,""pre"",311,2026-02-26 09:07:30.666184,2026-02-26 09:07:42.766771,12.1,0,0,0,0,0,46.67,0,73.9,0,1020.9"
"TXB_50,""pre"",312,2026-02-26 09:27:27.531662,2026-02-26 09:28:21.266713,53.7,0,0,1,0,0,33.87,0,0.6,0,2406.5"
"TXB_50,""pre"",313,2026-02-26 09:27:45.347458,2026-02-26 09:27:47.508769,2.2,1,0,0,0,0,0.16,0,7.3,0,9379.5"
"TXB_50,""pre"",314,2026-02-26 10:03:24.096474,2026-02-26 10:04:19.913068,55.8,0,0,0,0,0,12.99,0,92.8,0,1004.6"
"TXB_50,""pre"",315,2026-02-26 10:06:18.486075,2026-02-26 10:07:53.47444,95,0,0,0,0,0,42.96,0,86.5,0,11062.8"
"TXB_50,""pre"",316,2026-02-26 10:07:20.521305,2026-02-26 10:08:54.300318,93.8,0,0,0,0,0,9.09,0,17.5,0,1506.7"
"TXB_50,""pre"",317,2026-02-26 10:10:37.56832,2026-02-26 10:10:55.69155,18.1,0,0,0,0,0,53.35,1,53.3,0,1587.7"
"TXB_50,""pre"",318,2026-02-26 10:18:09.378501,2026-02-26 10:18:23.000357,13.6,0,0,0,0,0,14.96,1,39,0,832.4"
"TXB_50,""pre"",319,2026-02-26 10:19:10.499196,2026-02-26 10:19:17.606961,7.1,1,0,0,0,0,1.27,0,0.5,0,6020.2"
"TXB_50,""pre"",320,2026-02-26 10:20:41.176717,2026-02-26 10:29:07.839482,506.7,0,0,0,0,0,33.21,0,16.5,0,1042.9"
"TXB_50,""pre"",321,2026-02-26 10:29:53.173428,2026-02-26 10:29:59.058454,5.9,1,0,0,0,0,0.69,0,1,0,1418.2"
"TXB_50,""pre"",322,2026-02-26 10:41:44.551991,2026-02-26 10:44:00.351871,135.8,0,0,0,0,0,30.38,0,12.2,0,1689"
"TXB_50,""pre"",323,2026-02-26 11:25:01.408334,2026-02-26 11:26:03.972536,62.6,0,0,0,0,0,55.73,0,12.8,0,1448.6"
"TXB_50,""pre"",324,2026-02-26 11:34:20.948673,2026-02-26 11:34:52.77118,31.8,0,0,0,0,0,14.21,0,87.3,0,1456"
"TXB_50,""pre"",325,2026-02-26 11:48:46.993329,2026-02-26 11:48:50.808792,3.8,1,0,0,0,0,0.54,0,4.7,0,1359.4"
"TXB_50,""pre"",326,2026-02-26 12:00:09.904045,2026-02-26 12:00:18.885864,9,0,0,0,0,0,19.6,0,67.9,0,3242.4"
"TXB_50,""pre"",327,2026-02-26 12:01:07.383327,2026-02-26 13:58:47.732108,7060.3,0,0,0,0,0,50.27,0,24.6,0,1709.7"
"TXB_50,""pre"",328,2026-02-26 12:02:59.23354,2026-02-26 12:03:09.890512,10.7,0,0,0,0,0,32.83,1,78.6,0,1303.9"
"TXB_50,""pre"",329,2026-02-26 12:07:48.465648,2026-02-26 12:08:20.939148,32.5,0,0,0,0,0,44.1,0,46.4,0,3827.8"
"TXB_50,""pre"",330,2026-02-26 12:26:12.063903,2026-02-26 12:26:16.103784,4,0,0,0,0,0,73.52,0,61.7,0,1798.2"
"TXB_50,""pre"",331,2026-02-26 12:28:25.427335,2026-02-26 12:36:15.657415,470.2,0,0,0,0,0,58.5,1,1.5,0,1357.3"
"TXB_50,""pre"",332,2026-02-26 12:33:06.272716,2026-02-26 12:33:06.908473,0.6,1,0,0,0,0,2.27,0,20.4,0,929.4"
"TXB_50,""pre"",333,2026-02-26 12:34:26.08222,2026-02-26 12:38:34.829812,248.7,0,0,0,0,0,10.27,0,24.9,0,1617.6"
"TXB_50,""pre"",334,2026-02-26 12:39:09.962209,2026-02-26 12:39:21.860847,11.9,1,0,0,0,0,6.98,0,6.5,0,1224.5"
"TXB_50,""pre"",335,2026-02-26 12:44:13.263167,2026-02-26 12:45:07.010127,53.7,0,0,0,0,0,22.54,1,53.4,0,2098.8"
"TXB_50,""pre"",336,2026-02-26 12:44:37.932672,2026-02-26 13:45:40.827815,3662.9,0,0,0,0,0,10.38,0,52.6,0,1220.9"
"TXB_50,""pre"",337,2026-02-26 12:44:58.435484,2026-02-26 12:45:34.007892,35.6,0,0,0,0,0,55.82,0,92.8,0,1391.2"
"TXB_50,""pre"",338,2026-02-26 12:52:17.402321,2026-02-26 12:52:20.295024,2.9,1,0,0,0,0,3.9,0,17.5,0,1127.3"
"TXB_50,""control"",339,2026-02-26 13:11:52.477005,2026-02-26 13:15:14.971719,202.5,0,0,0,0,0,44.92,0,75,0,1503.5"
"TXB_50,""control"",340,2026-02-26 13:18:32.52758,2026-02-26 13:18:33.782137,1.3,1,0,0,0,0,4.94,0,7.7,0,2607.9"
"TXB_50,""control"",341,2026-02-26 13:27:49.59374,2026-02-26 13:27:51.415465,1.8,1,0,0,0,0,0.19,0,3.6,0,3504.7"
"TXB_50,""control"",342,2026-02-26 13:37:55.022442,2026-02-26 13:38:42.566291,47.5,0,0,0,1,0,17.87,0,14.2,0,2255.6"
"TXB_50,""control"",343,2026-02-26 13:44:33.617966,2026-02-26 13:44:53.771204,20.2,0,0,0,0,0,9.11,0,65.9,0,909.1"
"TXB_50,""control"",344,2026-02-26 13:49:13.099653,2026-02-26 13:49:20.01049,6.9,1,0,0,0,0,0.22,0,0.4,0,1465.2"
"TXB_50,""control"",345,2026-02-26 14:28:15.301031,2026-02-26 14:37:14.151232,538.9,0,0,0,0,0,36.4,0,50.4,0,4066.9"
"TXB_50,""control"",346,2026-02-26 14:36:12.307395,2026-02-26 14:37:15.629435,63.3,0,0,0,0,0,21.37,1,86.6,0,1315.8"
"TXB_50,""control"",347,2026-02-26 15:48:08.997118,2026-02-26 15:48:26.901728,17.9,0,0,1,0,0,21.99,0,73.3,0,858.3"
"TXB_50,""control"",348,2026-02-26 15:53:04.052769,2026-02-26 17:19:41.543397,5197.5,0,0,0,0,0,57.14,0,86.8,0,1581.4"
"TXB_50,""control"",349,2026-02-26 17:34:39.776716,2026-02-26 17:37:02.228232,142.5,0,0,0,0,0,26.09,0,41.6,0,2324.7"
"TXB_50,""control"",350,2026-02-26 19:05:27.557225,2026-02-26 19:05:36.706001,9.1,0,0,0,0,0,32.91,0,5.1,0,1454.5"
"TXB_50,""control"",351,2026-02-26 19:46:14.005795,2026-02-26 19:51:35.576858,321.6,0,0,0,0,0,1.09,0,43.8,0,1326.7"
"TXB_50,""control"",352,2026-02-26 19:50:31.776474,2026-02-26 19:51:16.474271,44.7,0,0,0,0,0,27.86,0,36.7,0,864.9"
"TXB_50,""control"",353,2026-02-26 20:30:10.087574,2026-02-26 20:30:18.544643,8.5,1,0,0,0,0,4.44,0,12.8,0,1398.3"
"TXB_50,""control"",354,2026-02-26 21:37:07.022193,2026-02-26 21:37:28.820352,21.8,0,0,0,0,0,68.13,0,84.3,0,8400.5"
"TXB_50,""control"",355,2026-02-26 22:27:15.277773,2026-02-26 22:31:39.78641,264.5,0,0,0,0,0,29.07,0,72.5,0,1922.8"
"TXB_50,""control"",356,2026-02-26 22:47:00.355573,2026-02-26 22:55:27.336996,507,0,0,0,0,0,27.35,0,47.8,0,9467.7"
